"","gene","cntA","cntB","med_pa_len_A","med_pa_len_B","iso_pa_pval","iso_pa_sig","iso_pa_diff"
"791","CHN1",8,10,87,101.5,0.425424068767908,"False",14.5
"792","CHORDC1",10,9,78,58,0.339175257731959,"False",20
"797","CHTOP",16,13,121,112,0.46552380952381,"False",9
"798","CIAO1",8,6,67.5,112,0.0604950495049505,"False",44.5
"799","CIAPIN1",53,54,94,100.5,0.4723147751606,"False",6.5
"800","CIB1",13,23,61,117,0.0290952380952381,"True",56
"801","CIC",6,13,194.5,269,0.0545535714285715,"False",74.5
"803","CINP",12,14,76,90,0.403312769895126,"False",14
"804","CIR1",5,13,49,46,0.493792184724689,"False",3
"805","CIRBP",45,29,98,97,0.507649784839457,"False",1
"806","CISD1",12,24,61,92,0.210689655172414,"False",31
"807","CISD2",45,88,86,88,0.497325581395349,"False",2
"809","CKAP2",23,20,76,75,0.506969797543976,"False",1
"810","CKAP4",90,178,89,95,0.484286263947672,"False",6
"811","CKAP5",16,31,127,118,0.459923773225345,"False",9
"812","CKB",65,144,121,120.5,0.491544550810015,"False",0.5
"813","CKS1B",219,222,91,84,0.473804857264593,"False",7
"815","CKS2",46,38,86.5,120,0.22873730964467,"False",33.5
"818","CLIC4",7,20,107,66.5,0.123434343434344,"False",40.5
"819","CLINT1",6,8,89,131,0.135385356454721,"False",42
"822","CLK3",23,21,110,107,0.49630350877193,"False",3
"826","CLNS1A",96,86,95.5,111.5,0.4042,"False",16
"828","CLPP",5,11,134,89,0.132303149606299,"False",45
"829","CLPTM1L",5,6,116,149.5,0.250910099889012,"False",33.5
"830","CLTA",11,13,49,104,0.0290952380952381,"True",55
"832","CLTC",29,36,105,97,0.47499150382328,"False",8
"833","CLU",41,13,97,120,0.321166666666667,"False",23
"834","CLYBL",8,6,92,97,0.484529569892473,"False",5
"836","CMC1",46,46,107.5,118.5,0.451582341269841,"False",11
"837","CMC2",25,32,122,106,0.403312769895126,"False",16
"838","CMIP",8,6,126.5,189,0.0666199376947041,"False",62.5
"839","CMPK1",6,15,102.5,119,0.405331695331695,"False",16.5
"840","CMSS1",48,42,82,63,0.325866666666667,"False",19
"846","CNBP",253,208,110,101,0.468126660761736,"False",9
"847","CNDP2",19,25,82,67,0.396238651102464,"False",15
"849","CNIH1",24,20,65.5,70,0.480602196939976,"False",4.5
"850","CNIH2",8,7,148.5,177,0.323075296108291,"False",28.5
"851","CNIH4",103,151,90,80,0.451753214638971,"False",10
"852","CNN2",19,22,130,117,0.442870321560358,"False",13
"853","CNN3",18,44,130,122,0.462447601304145,"False",8
"854","CNOT1",12,7,147.5,127,0.382909891598916,"False",20.5
"857","CNOT2",7,19,49,76,0.217627688172043,"False",27
"858","CNOT3",15,10,176,188,0.458104106972302,"False",12
"860","CNOT7",13,27,131,112,0.379463157894737,"False",19
"861","CNP",5,8,117,127.5,0.468126660761736,"False",10.5
"862","CNPPD1",11,16,99,94.5,0.475476487723679,"False",4.5
"863","CNPY3",13,21,74,118,0.105800865800866,"False",44
"864","CNPY4",8,10,106.5,126,0.383939189189189,"False",19.5
"865","CNTNAP2",13,10,97,146,0.0889805825242719,"False",49
"866","CNTROB",8,19,201,233,0.333634881825591,"False",32
"867","COA1",27,34,122,93.5,0.283484698914116,"False",28.5
"868","COA3",75,208,102,106,0.488938706015891,"False",4
"869","COA4",85,62,116,112,0.488984522461306,"False",4
"870","COA5",8,12,43,82,0.096764705882353,"False",39
"871","COA6",23,19,86,121,0.207118644067797,"False",35
"873","COASY",9,5,84,201,0,"True",117
"879","COL2A1",9,15,181,141,0.22873730964467,"False",40
"880","COL4A2",7,8,139,149,0.460244869402985,"False",10
"881","COL6A1",17,18,192,156.5,0.276888217522659,"False",35.5
"882","COMMD1",33,47,92,106,0.427562076749436,"False",14
"883","COMMD10",16,34,80,95,0.389522696929239,"False",15
"884","COMMD2",20,38,105,104.5,0.51553125,"False",0.5
"885","COMMD4",34,46,107,114.5,0.471515477214101,"False",7.5
"886","COMMD6",22,54,109,104.5,0.490434782608696,"False",4.5
"887","COMMD8",5,16,144,81.5,0.0462878787878788,"True",62.5
"888","COMMD9",51,88,90,79,0.449446410515672,"False",11
"889","COPA",7,22,153,89,0.0290952380952381,"True",64
"891","COPB2",8,19,87.5,83,0.488522167487685,"False",4.5
"892","COPE",44,53,150.5,154,0.493792184724689,"False",3.5
"894","COPS2",8,13,101.5,79,0.327321428571429,"False",22.5
"895","COPS3",33,53,65,69,0.480602196939976,"False",4
"896","COPS4",16,36,59.5,71,0.43876741693462,"False",11.5
"897","COPS6",162,168,85.5,80,0.480602196939976,"False",5.5
"898","COPS7A",9,15,113,112,0.503369055592766,"False",1
"899","COPS8",116,132,92,90.5,0.497301233721727,"False",1.5
"900","COPZ1",35,47,95,88,0.469280087527352,"False",7
"902","COQ3",22,14,68,63.5,0.481740827478532,"False",4.5
"903","COQ4",6,9,45.5,72,0.237281553398058,"False",26.5
"904","COQ5",8,13,128.5,133,0.491764057331863,"False",4.5
"905","COQ6",6,7,158.5,80,0,"True",78.5
"906","CORO1C",8,11,99,85,0.414298349056604,"False",14
"907","COTL1",22,75,91.5,88,0.495550668543279,"False",3.5
"909","COX11",15,11,116,102,0.4323897659227,"False",14
"910","COX15",9,10,73,123.5,0.0706358381502891,"False",50.5
"911","COX17",29,34,122,123,0.503896494156928,"False",1
"913","COX4I1",195,213,93,87,0.475476487723679,"False",6
"914","COX5A",19,49,82,97,0.410153521974714,"False",15
"915","COX5B",92,144,113.5,115,0.493602620087336,"False",1.5
"917","COX6B1",256,186,113.5,106.5,0.473107935153584,"False",7
"918","COX6C",67,93,108,105,0.493792184724689,"False",3
"919","COX7A2",95,137,131,110,0.36268390386016,"False",21
"920","COX7A2L",65,92,94,83.5,0.451753214638971,"False",10.5
"921","COX7B",105,140,102,103,0.49824480762683,"False",1
"922","COX7C",151,185,110,95,0.424890804597701,"False",15
"923","COX8A",5,6,99,121,0.374567682494685,"False",22
"925","CPNE1",9,12,163,142.5,0.382134602311353,"False",20.5
"928","CPSF1",5,5,195,189,0.480602196939976,"False",6
"929","CPSF2",6,6,108.5,107.5,0.49824480762683,"False",1
"930","CPSF3",17,34,132,96,0.215549525101764,"False",36
"931","CPSF3L",6,14,55,111,0,"True",56
"932","CPSF4",17,8,100,152.5,0.0889805825242719,"False",52.5
"933","CPSF6",17,26,117,156,0.205709169054441,"False",39
"934","CPSF7",11,16,147,184.5,0.250910099889012,"False",37.5
"936","CPXM1",15,24,168,157.5,0.468126660761736,"False",10.5
"937","CRABP1",807,1665,131,131,0.503896494156928,"False",0
"938","CRABP2",20,34,121.5,117,0.481045828437133,"False",4.5
"940","CRBN",12,20,74.5,88.5,0.42435446685879,"False",14
"941","CREB3",9,22,93,66.5,0.28576181292189,"False",26.5
"947","CRIPT",5,18,63,99,0.14415607985481,"False",36
"952","CRMP1",11,28,150,112,0.203962264150944,"False",38
"954","CROCC",7,23,197,169,0.35437073540561,"False",28
"955","CRTAP",5,6,99,106.5,0.474904173764906,"False",7.5
"957","CRYBB2P1",15,16,153,114,0.196654191616767,"False",39
"958","CRYZ",15,9,98,91,0.475840927920464,"False",7
"959","CRYZL1",37,77,75,59,0.38725352112676,"False",16
"960","CS",15,10,135,85,0.0706358381502891,"False",50
"961","CSDE1",41,60,67,90.5,0.292043111527648,"False",23.5
"962","CSE1L",28,31,84.5,66,0.382134602311353,"False",18.5
"963","CSNK1E",9,9,129,147,0.409432989690722,"False",18
"965","CSNK2A1",29,41,141,140,0.499702602230483,"False",1
"966","CSNK2B",19,12,121,157,0.215549525101764,"False",36
"969","CSRP2",66,70,70,109.5,0.139127134724858,"False",39.5
"970","CST3",19,5,108,160,0.0604950495049505,"False",52
"971","CSTB",15,36,111,85,0.298736162361624,"False",26
"972","CSTF1",13,9,115,140,0.337555643879173,"False",25
"973","CSTF2",5,17,101,81,0.36268390386016,"False",20
"975","CSTF3",13,18,104,129.5,0.301352941176471,"False",25.5
"983","CTD-2287O16.1",13,9,84,86,0.497325581395349,"False",2
"987","CTDNEP1",5,11,118,95,0.333634881825591,"False",23
"989","CTDSP2",6,5,96,102,0.478152480839048,"False",6
"991","CTNNA1",6,40,108.5,105.5,0.496687953054884,"False",3
"992","CTNNAL1",5,11,42,74,0.159436026936027,"False",32
"993","CTNNB1",9,15,181,177,0.492380952380952,"False",4
"995","CTNNBL1",17,23,87,75,0.431884931506849,"False",12
"996","CTNND1",9,11,125,158,0.257610810810811,"False",33
"998","CTPS1",11,14,98,130,0.241944444444444,"False",32
"999","CTR9",5,6,49,89,0.0810344827586208,"False",40
"1001","CTSB",11,54,132,96,0.185714285714286,"False",36
"1002","CTSC",21,7,82,53,0.237814371257485,"False",29
"1004","CTSL",9,10,110,114.5,0.484586206896552,"False",4.5
"1010","CUEDC2",169,216,127,95.5,0.255142857142857,"False",31.5
"1011","CUL1",11,12,80,116,0.188637048192771,"False",36
"1012","CUL2",7,6,104,61.5,0.100936123348018,"False",42.5
"1017","CUTA",111,131,81,104,0.323075296108291,"False",23
"1018","CUTC",22,13,67,83,0.396238651102464,"False",16
"1019","CUX1",7,9,146,148,0.495753424657534,"False",2
"1020","CWC15",27,27,82,74,0.46552380952381,"False",8
"1022","CWC27",13,8,124,111.5,0.440593849416755,"False",12.5
"1024","CXCR4",6,11,83.5,108,0.298736162361624,"False",24.5
"1027","CXorf40B",6,6,87,82,0.479239475774424,"False",5
"1029","CYB5A",20,11,109,112,0.490392923649907,"False",3
"1030","CYB5B",35,33,97,84,0.431392857142857,"False",13
"1031","CYB5D2",8,9,124.5,84,0.115525210084034,"False",40.5
"1032","CYC1",30,22,109,81.5,0.267982456140351,"False",27.5
"1033","CYCS",163,71,90,90,0.517864651773982,"False",0
"1034","CYFIP1",9,14,71,132,0.0290952380952381,"True",61
"1035","CYFIP2",15,10,99,120,0.35967958271237,"False",21
"1037","CYSTM1",24,37,98.5,104,0.481992598363849,"False",5.5
"1041","DAD1",122,158,81,89,0.47499150382328,"False",8
"1044","DANCR",147,64,102,94,0.466486180335297,"False",8
"1045","DAP3",33,20,80,112.5,0.225271668822769,"False",32.5
"1047","DARS",23,39,72,58,0.412642180094787,"False",14
"1048","DAXX",24,35,120,76,0.0810344827586208,"False",44
"1050","DAZAP2",108,162,94,91.5,0.49630350877193,"False",2.5
"1051","DBF4",7,13,74,89,0.398058191018343,"False",15
